sequence,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBzvaFDsOBAAvhF/pBOqBznBUmBasBlpB,v115@UhC8AeB8AeA8BeF8Ke0JYaAFLDmClcJSAVDEHBEooR?BaoAVBMNegCK+AAAvhF6tBXmBFsBTkBOqBxxB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTnjWC0/AAAvhF/pBziBUhBanBFlBmpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBTHExC6/AAAvhF/pBziBanBVmB0fBOqB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCzXBAAvhF2pBziBanBVrBXlB0pB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKnjWCzOBAAvhF2pBziBUhBanBXqBlpB,v115@UhC8AeB8AeA8BeF8Ke5IYaAFLDmClcJSAVDEHBEooR?BJoAVBKHExCaNBAAvhF2pBziBanBVrB0kBXqB,v115@UhC8AeB8AeA8BeF8Ke6NYaAFLDmClcJSAVDEHBEooR?BMoAVBPNmPCa+AAAvhFTkBXhBFnBOlB0pBxxB
SILOTJZ,3650,-1,3650,3650,3650,-1,3650,4050
SILZOJT,3650,4450,5150,-1,-1,3650,-1,-1
SILZOTJ,3650,4000,5150,3650,-1,-1,-1,-1
SILZJOT,3650,4450,5150,-1,-1,3550,-1,-1
SILZJTO,3650,4250,4750,-1,-1,3550,-1,-1
SILZTOJ,3650,4000,5150,3650,-1,-1,-1,-1
SILZTJO,3650,4000,4750,3650,-1,-1,-1,-1
SILJOZT,4600,3650,5150,-1,-1,3550,-1,-1
SILJOTZ,4600,-1,3650,3650,3550,3550,3550,5150
SILJZOT,4600,4450,5150,-1,-1,3550,-1,-1
SILJZTO,4600,4400,4750,-1,-1,3550,-1,-1
SILJTOZ,4600,4050,3550,3650,3550,3550,3550,4050
SILJTZO,4600,4050,3550,3650,3550,3550,3550,4050
SILTOZJ,3650,4050,5150,3650,3650,-1,-1,4050
SILTOJZ,3650,4050,3650,3650,3650,-1,3650,4050
SILTZOJ,3650,4050,5150,3650,3650,-1,-1,4050
SILTZJO,3650,4100,4750,3650,3650,-1,-1,4050
SILTJOZ,3650,4050,3550,3650,3650,-1,3550,4050
SILTJZO,3650,4050,3550,3650,3650,-1,3550,4050
SITOZJL,3650,4050,4050,3650,3650,-1,-1,-1
SITOZLJ,3650,4050,5150,3650,3650,-1,-1,-1
SITOJZL,3650,4050,3650,3650,3650,-1,3650,-1
SITOJLZ,3650,-1,3650,3650,3650,-1,3650,4050
SITOLZJ,3650,-1,5150,3650,3650,-1,-1,4050
SITOLJZ,3650,-1,3650,3650,3650,-1,3650,4050
SITZOJL,3650,4050,4050,3650,3650,-1,-1,-1
SITZOLJ,3650,4050,5150,3650,3650,-1,-1,-1
SITZJOL,3650,4050,4050,3650,3650,-1,-1,-1
SITZJLO,3650,4050,4050,3650,3650,-1,-1,-1
SITZLOJ,3650,4050,5150,3650,3650,-1,-1,-1
SITZLJO,3650,4100,4750,3650,3650,-1,-1,-1
SITJOZL,3650,4050,3650,3650,3650,-1,3650,-1
SITJOLZ,3650,-1,3650,3650,3650,-1,3650,4050
SITJZOL,3650,4050,3650,3650,3650,-1,3650,-1
SITJZLO,3650,4050,3650,3650,3650,-1,3650,-1
SITJLOZ,3650,4050,3550,3650,3650,-1,3550,4050
SITJLZO,3650,4050,3550,3650,3650,-1,3550,4050
SITLOZJ,3650,4050,5150,3650,3650,-1,-1,4050
SITLOJZ,3650,4050,3650,3650,3650,-1,3650,4050
SITLZOJ,3650,4050,5150,3650,3650,-1,-1,4050
SITLZJO,3650,4100,4750,3650,3650,-1,-1,4050
SITLJOZ,3650,4050,3550,3650,3650,-1,3550,4050
SITLJZO,3650,4050,3550,3650,3650,-1,3550,4050
SOIZJLT,3650,-1,5150,-1,-1,3650,-1,-1
SOIZJTL,3650,-1,4050,3650,-1,3650,-1,-1
SOIZLJT,3650,-1,5150,-1,-1,3650,-1,-1
SOIZLTJ,3650,-1,5150,3650,-1,-1,-1,-1
SOIZTJL,3650,-1,4050,3650,-1,-1,-1,-1
SOIZTLJ,3650,-1,5150,3650,-1,-1,-1,-1
SOIJZLT,4600,-1,5150,-1,-1,3650,-1,-1
SOIJZTL,4600,-1,4050,3650,3650,3650,3650,-1
SOIJLZT,4600,-1,5150,-1,-1,3550,-1,-1
SOIJLTZ,4600,-1,3650,3650,3650,3550,3550,5150
SOIJTZL,4600,-1,3650,3650,3650,3650,3650,-1
SOIJTLZ,4600,-1,3650,3650,3650,3650,3650,4050
SOILZJT,3650,-1,5150,-1,-1,3650,-1,-1
SOILZTJ,3650,-1,5150,3650,-1,-1,-1,-1
SOILJZT,4600,-1,5150,-1,-1,3550,-1,-1
SOILJTZ,4600,-1,3650,3650,3550,3550,3550,5150
SOILTZJ,3650,-1,5150,3650,3650,-1,-1,4050
SOILTJZ,3650,-1,3650,3650,3650,-1,3650,4050
SOITZJL,3650,-1,4050,3650,3650,-1,-1,-1
SOITZLJ,3650,-1,5150,3650,3650,-1,-1,-1
SOITJZL,3650,-1,3650,3650,3650,-1,3650,-1
SOITJLZ,3650,-1,3650,3650,3650,-1,3650,4050
SOITLZJ,3650,-1,5150,3650,3650,-1,-1,4050
SOITLJZ,3650,-1,3650,3650,3650,-1,3650,4050
SOZIJLT,3650,4550,5150,-1,-1,3650,-1,-1
SOZIJTL,3650,4050,4050,3650,-1,3650,-1,-1
SOZILJT,3650,4450,5150,-1,-1,3650,-1,-1
SOZILTJ,3650,4000,5150,3650,-1,-1,-1,-1
SOZITJL,3650,4050,4050,3650,-1,-1,-1,-1
SOZITLJ,3650,4050,5150,3650,-1,-1,-1,-1
SOZJILT,4600,4550,5150,-1,-1,3650,-1,-1
SOZJITL,4600,4050,4050,3650,-1,3650,-1,-1
SOZJLIT,4600,4550,5150,-1,-1,3650,-1,-1
SOZJLTI,4600,4550,4050,-1,-1,3650,-1,5150
SOZJTIL,4600,4050,4050,3650,-1,3650,-1,-1
SOZJTLI,4600,4550,4050,3650,-1,3650,-1,4050
SOZLIJT,3650,4450,5150,-1,-1,3650,-1,-1
SOZLITJ,3650,4000,5150,3650,-1,-1,-1,-1
SOZLJIT,4600,4550,5150,-1,-1,3650,-1,-1
SOZLJTI,4600,4550,4050,-1,-1,3650,-1,5150
SOZLTIJ,3650,4050,5150,3650,-1,-1,-1,4050
SOZLTJI,3650,4450,4050,3650,-1,-1,-1,4050
SOZTIJL,3650,4050,4050,3650,-1,-1,-1,-1
SOZTILJ,3650,4050,5150,3650,-1,-1,-1,-1
SOZTJIL,3650,4050,4050,3650,-1,-1,-1,-1
SOZTJLI,3650,4550,4050,3650,-1,-1,-1,4050
SOZTLIJ,3650,4050,5150,3650,-1,-1,-1,4050
SOZTLJI,3650,4450,4050,3650,-1,-1,-1,4050
SOJIZLT,4600,-1,5150,-1,-1,3650,-1,-1
SOJIZTL,4600,-1,4050,3650,3650,3650,3650,-1
SOJILZT,4600,-1,5150,-1,-1,3550,-1,-1
SOJILTZ,4600,-1,3650,3650,3650,3550,3550,5150
SOJITZL,4600,-1,3650,3650,3650,3650,3650,-1
SOJITLZ,4600,-1,3650,3650,3650,3650,3650,4050
SOJZILT,4600,4550,5150,-1,-1,3650,-1,-1
SOJZITL,4600,4050,4050,3650,3650,3650,3650,-1
SOJZLIT,4600,4550,5150,-1,-1,3650,-1,-1
SOJZLTI,4600,4550,4050,-1,-1,3650,-1,5150
SOJZTIL,4600,4050,4050,3650,3650,3650,3650,-1
SOJZTLI,4600,4550,4050,3650,3650,3650,3650,4050
SOJLIZT,4600,3650,5150,-1,-1,3550,-1,-1
SOJLITZ,4600,-1,3650,3650,3650,3550,3550,5150
SOJLZIT,4600,4450,5150,-1,-1,3650,-1,-1
SOJLZTI,4600,4450,4050,-1,-1,3650,-1,5150
SOJLTIZ,4600,4050,3650,3650,3650,3650,3650,5150
SOJLTZI,4600,4050,3650,3650,3650,3650,3650,5150
SOJTIZL,4600,4050,3650,3650,3650,3650,3650,-1
SOJTILZ,4600,-1,3650,3650,3650,3650,3650,4050
SOJTZIL,4600,4050,3650,3650,3650,3650,3650,-1
SOJTZLI,4600,4050,3650,3650,3650,3650,3650,4050
SOJTLIZ,4600,4050,3650,3650,3650,3650,3650,5150
SOJTLZI,4600,4050,3650,3650,3650,3650,3650,5150
SOLIZJT,3650,3550,5150,-1,-1,3650,-1,-1
SOLIZTJ,3650,3550,5150,3650,-1,-1,-1,-1
SOLIJZT,4600,3650,5150,-1,-1,3550,-1,-1
SOLIJTZ,4600,-1,3650,3650,3550,3550,3550,5150
SOLITZJ,3650,-1,5150,3650,3650,-1,-1,4050
SOLITJZ,3650,-1,3650,3650,3650,-1,3650,4050
SOLZIJT,3650,4450,5150,-1,-1,3650,-1,-1
SOLZITJ,3650,4000,5150,3650,-1,-1,-1,-1
SOLZJIT,4600,4450,5150,-1,-1,3650,-1,-1
SOLZJTI,4600,4450,4050,-1,-1,3650,-1,5150
SOLZTIJ,3650,4000,5150,3650,-1,-1,-1,4050
SOLZTJI,3650,4450,4050,3650,-1,-1,-1,4050
SOLJIZT,4600,3650,5150,-1,-1,3550,-1,-1
SOLJITZ,4600,-1,3650,3650,3550,3550,3550,5150
SOLJZIT,4600,4450,5150,-1,-1,3650,-1,-1
SOLJZTI,4600,4450,4050,-1,-1,3650,-1,5150
SOLJTIZ,4600,4050,3650,3650,3650,3650,3650,5150
SOLJTZI,4600,4050,3650,3650,3650,3650,3650,5150
SOLTIZJ,3650,4050,5150,3650,3650,-1,-1,4050
SOLTIJZ,3650,4050,3650,3650,3650,-1,3650,4050
SOLTZIJ,3650,4000,5150,3650,3650,-1,-1,4050
SOLTZJI,3650,4100,4050,3650,3650,-1,-1,4050
SOLTJIZ,4600,4050,3650,3650,3650,-1,3650,5150
SOLTJZI,4600,4050,3650,3650,3650,-1,3650,5150
SOTIZJL,3650,4050,4050,3650,3650,-1,-1,-1
SOTIZLJ,3650,4050,5150,3650,3650,-1,-1,-1
SOTIJZL,3650,4050,3650,3650,3650,-1,3650,-1
SOTIJLZ,3650,-1,3650,3650,3650,-1,3650,4050
SOTILZJ,3650,-1,5150,3650,3650,-1,-1,4050
SOTILJZ,3650,-1,3650,3650,3650,-1,3650,4050
SOTZIJL,3650,4050,4050,3650,3650,-1,-1,-1
SOTZILJ,3650,4050,5150,3650,3650,-1,-1,-1
SOTZJIL,3650,4050,4050,3650,3650,-1,-1,-1
SOTZJLI,3650,4050,4050,3650,3650,-1,-1,4050
SOTZLIJ,3650,4050,5150,3650,3650,-1,-1,4050
SOTZLJI,3650,4100,4050,3650,3650,-1,-1,4050
SOTJIZL,4600,4050,3650,3650,3650,-1,3650,-1
SOTJILZ,4600,-1,3650,3650,3650,-1,3650,4050
SOTJZIL,4600,4050,3650,3650,3650,-1,3650,-1
SOTJZLI,4600,4050,3650,3650,3650,-1,3650,4050
SOTJLIZ,4600,4050,3650,3650,3650,-1,3650,5150
SOTJLZI,4600,4050,3650,3650,3650,-1,3650,5150
SOTLIZJ,3650,4050,5150,3650,3650,-1,-1,4050
SOTLIJZ,3650,4050,3650,3650,3650,-1,3650,4050
SOTLZIJ,3650,4000,5150,3650,3650,-1,-1,4050
SOTLZJI,3650,4100,4050,3650,3650,-1,-1,4050
SOTLJIZ,4600,4050,3650,3650,3650,-1,3650,5150
SOTLJZI,4600,4050,3650,3650,3650,-1,3650,5150
SZIOJLT,3650,4550,5150,-1,-1,3650,-1,-1
SZIOJTL,3650,4050,4050,3650,-1,3650,-1,-1
SZIOLJT,3650,4450,5150,-1,-1,3650,-1,-1
SZIOLTJ,3650,4000,5150,3650,-1,-1,-1,-1
SZIOTJL,3650,4050,4050,3650,-1,-1,-1,-1
SZIOTLJ,3650,4050,5150,3650,-1,-1,-1,-1
SZIJOLT,3650,4550,5150,-1,-1,3650,-1,-1
SZIJOTL,3650,4050,4050,3650,-1,3650,-1,-1
SZIJLOT,3650,4450,5150,-1,-1,3550,-1,-1
SZIJLTO,3650,4400,4750,-1,-1,3550,-1,-1
SZIJTOL,3650,4050,4050,3650,-1,3650,-1,-1
SZIJTLO,3650,4050,4050,3650,-1,3650,-1,-1
SZILOJT,3650,4450,5150,-1,-1,3650,-1,-1
SZILOTJ,3650,4000,5150,3650,-1,-1,-1,-1
SZILJOT,3650,4450,5150,-1,-1,3550,-1,-1
SZILJTO,3650,4250,4750,-1,-1,3550,-1,-1
SZILTOJ,3650,4000,5150,3650,-1,-1,-1,-1
SZILTJO,3650,4000,4750,3650,-1,-1,-1,-1
SZITOJL,3650,4050,4050,3650,-1,-1,-1,-1
SZITOLJ,3650,4050,5150,3650,-1,-1,-1,-1
SZITJOL,3650,4050,4050,3650,-1,-1,-1,-1
SZITJLO,3650,4050,4050,3650,-1,-1,-1,-1
SZITLOJ,3650,4050,5150,3650,-1,-1,-1,-1
SZITLJO,3650,4100,4750,3650,-1,-1,-1,-1
SZOIJLT,3650,4550,5150,-1,-1,3650,-1,-1
SZOIJTL,3650,4050,4050,3650,-1,3650,-1,-1
SZOILJT,3650,4450,5150,-1,-1,3650,-1,-1
SZOILTJ,3650,4000,5150,3650,-1,-1,-1,-1
SZOITJL,3650,4050,4050,3650,-1,-1,-1,-1
SZOITLJ,3650,4050,5150,3650,-1,-1,-1,-1
SZOJILT,4600,4550,5150,-1,-1,3650,-1,-1
SZOJITL,4600,4050,4050,3650,-1,3650,-1,-1
SZOJLIT,4600,4550,5150,-1,-1,3650,-1,-1
SZOJLTI,4600,4550,4050,-1,-1,3650,-1,5150
SZOJTIL,4600,4050,4050,3650,-1,3650,-1,-1
SZOJTLI,4600,4550,4050,3650,-1,3650,-1,4050
SZOLIJT,3650,4450,5150,-1,-1,3650,-1,-1
SZOLITJ,3650,4000,5150,3650,-1,-1,-1,-1
SZOLJIT,4600,4550,5150,-1,-1,3650,-1,-1
SZOLJTI,4600,4550,4050,-1,-1,3650,-1,5150
SZOLTIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZOLTJI,3650,4450,4050,3650,-1,-1,-1,4050
SZOTIJL,3650,4050,4050,3650,-1,-1,-1,-1
SZOTILJ,3650,4050,5150,3650,-1,-1,-1,-1
SZOTJIL,3650,4050,4050,3650,-1,-1,-1,-1
SZOTJLI,3650,4550,4050,3650,-1,-1,-1,4050
SZOTLIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZOTLJI,3650,4450,4050,3650,-1,-1,-1,4050
SZJIOLT,4600,4550,5150,-1,-1,3650,-1,-1
SZJIOTL,4600,4050,4050,3650,-1,3650,-1,-1
SZJILOT,4600,4450,5150,-1,-1,3550,-1,-1
SZJILTO,4600,4400,4750,-1,-1,3550,-1,-1
SZJITOL,4600,4050,4050,3650,-1,3650,-1,-1
SZJITLO,4600,4050,4050,3650,-1,3650,-1,-1
SZJOILT,4600,4550,5150,-1,-1,3650,-1,-1
SZJOITL,4600,4050,4050,3650,-1,3650,-1,-1
SZJOLIT,4600,4550,5150,-1,-1,3650,-1,-1
SZJOLTI,4600,4550,4050,-1,-1,3650,-1,5150
SZJOTIL,4600,4050,4050,3650,-1,3650,-1,-1
SZJOTLI,4600,4550,4050,3650,-1,3650,-1,4050
SZJLIOT,4600,4450,5150,-1,-1,3550,-1,-1
SZJLITO,4600,4400,4750,-1,-1,3550,-1,-1
SZJLOIT,4600,4550,5150,-1,-1,3650,-1,-1
SZJLOTI,4600,4550,4050,-1,-1,3650,-1,5150
SZJLTIO,4600,4400,4050,-1,-1,3650,-1,4050
SZJLTOI,4600,4450,4050,-1,-1,3650,-1,4050
SZJTIOL,4600,4050,4050,3650,-1,3650,-1,-1
SZJTILO,4600,4050,4050,3650,-1,3650,-1,-1
SZJTOIL,4600,4050,4050,3650,-1,3650,-1,-1
SZJTOLI,4600,4550,4050,3650,-1,3650,-1,4050
SZJTLIO,4600,4400,4050,3650,-1,3650,-1,4050
SZJTLOI,4600,4450,4050,3650,-1,3650,-1,4050
SZLIOJT,3650,4450,5150,-1,-1,3650,-1,-1
SZLIOTJ,3650,4000,5150,3650,-1,-1,-1,-1
SZLIJOT,3650,4450,5150,-1,-1,3550,-1,-1
SZLIJTO,3650,4250,4750,-1,-1,3550,-1,-1
SZLITOJ,3650,4000,5150,3650,-1,-1,-1,-1
SZLITJO,3650,4000,4750,3650,-1,-1,-1,-1
SZLOIJT,3650,4450,5150,-1,-1,3650,-1,-1
SZLOITJ,3650,4000,5150,3650,-1,-1,-1,-1
SZLOJIT,4600,4550,5150,-1,-1,3650,-1,-1
SZLOJTI,4600,4550,4050,-1,-1,3650,-1,5150
SZLOTIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZLOTJI,3650,4450,4050,3650,-1,-1,-1,4050
SZLJIOT,4600,4450,5150,-1,-1,3550,-1,-1
SZLJITO,4600,4400,4750,-1,-1,3550,-1,-1
SZLJOIT,4600,4550,5150,-1,-1,3650,-1,-1
SZLJOTI,4600,4550,4050,-1,-1,3650,-1,5150
SZLJTIO,4600,4400,4050,-1,-1,3650,-1,4050
SZLJTOI,4600,4450,4050,-1,-1,3650,-1,4050
SZLTIOJ,3650,4050,5150,3650,-1,-1,-1,4050
SZLTIJO,3650,4100,4750,3650,-1,-1,-1,4050
SZLTOIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZLTOJI,3650,4450,4050,3650,-1,-1,-1,4050
SZLTJIO,3650,4250,4050,3650,-1,-1,-1,4050
SZLTJOI,3650,4450,4050,3650,-1,-1,-1,4050
SZTIOJL,3650,4050,4050,3650,-1,-1,-1,-1
SZTIOLJ,3650,4050,5150,3650,-1,-1,-1,-1
SZTIJOL,3650,4050,4050,3650,-1,-1,-1,-1
SZTIJLO,3650,4050,4050,3650,-1,-1,-1,-1
SZTILOJ,3650,4050,5150,3650,-1,-1,-1,-1
SZTILJO,3650,4100,4750,3650,-1,-1,-1,-1
SZTOIJL,3650,4050,4050,3650,-1,-1,-1,-1
SZTOILJ,3650,4050,5150,3650,-1,-1,-1,-1
SZTOJIL,3650,4050,4050,3650,-1,-1,-1,-1
SZTOJLI,3650,4550,4050,3650,-1,-1,-1,4050
SZTOLIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZTOLJI,3650,4450,4050,3650,-1,-1,-1,4050
SZTJIOL,3650,4050,4050,3650,-1,-1,-1,-1
SZTJILO,3650,4050,4050,3650,-1,-1,-1,-1
SZTJOIL,3650,4050,4050,3650,-1,-1,-1,-1
SZTJOLI,3650,4550,4050,3650,-1,-1,-1,4050
SZTJLIO,3650,4400,4050,3650,-1,-1,-1,4050
SZTJLOI,3650,4450,4050,3650,-1,-1,-1,4050
SZTLIOJ,3650,4050,5150,3650,-1,-1,-1,4050
SZTLIJO,3650,4100,4750,3650,-1,-1,-1,4050
SZTLOIJ,3650,4050,5150,3650,-1,-1,-1,4050
SZTLOJI,3650,4450,4050,3650,-1,-1,-1,4050
SZTLJIO,3650,4250,4050,3650,-1,-1,-1,4050
SZTLJOI,3650,4450,4050,3650,-1,-1,-1,4050
SJIOZLT,4600,-1,5150,-1,-1,3650,-1,-1
SJIOZTL,4600,-1,4050,3650,3650,3650,3650,-1
SJIOLZT,4600,-1,5150,-1,-1,3550,-1,-1
SJIOLTZ,4600,-1,3650,3650,3650,3550,3550,5150
SJIOTZL,4600,-1,3650,3650,3650,3650,3650,-1
SJIOTLZ,4600,-1,3650,3650,3650,3650,3650,4050
SJIZOLT,4600,4550,5150,-1,-1,3650,-1,-1
SJIZOTL,4600,4050,4050,3650,3650,3650,3650,-1
SJIZLOT,4600,4450,5150,-1,-1,3550,-1,-1
SJIZLTO,4600,4400,4750,-1,-1,3550,-1,-1
SJIZTOL,4600,4050,4050,3650,3650,3650,3650,-1
SJIZTLO,4600,4050,4050,3650,3650,3650,3650,-1
SJILOZT,4600,3650,5150,-1,-1,3550,-1,-1
SJILOTZ,4600,-1,3650,3650,3650,3550,3550,5150
SJILZOT,4600,4450,5150,-1,-1,3550,-1,-1
SJILZTO,4600,4400,4750,-1,-1,3550,-1,-1
SJILTOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJILTZO,4600,4050,3550,3650,3650,3550,3550,4050
SJITOZL,4600,4050,3650,3650,3650,3650,3650,-1
SJITOLZ,4600,-1,3650,3650,3650,3650,3650,4050
SJITZOL,4600,4050,3650,3650,3650,3650,3650,-1
SJITZLO,4600,4050,3650,3650,3650,3650,3650,-1
SJITLOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJITLZO,4600,4050,3550,3650,3650,3550,3550,4050
SJOIZLT,4600,-1,5150,-1,-1,3650,-1,-1
SJOIZTL,4600,-1,4050,3650,3650,3650,3650,-1
SJOILZT,4600,-1,5150,-1,-1,3550,-1,-1
SJOILTZ,4600,-1,3650,3650,3650,3550,3550,5150
SJOITZL,4600,-1,3650,3650,3650,3650,3650,-1
SJOITLZ,4600,-1,3650,3650,3650,3650,3650,4050
SJOZILT,4600,4550,5150,-1,-1,3650,-1,-1
SJOZITL,4600,4050,4050,3650,3650,3650,3650,-1
SJOZLIT,4600,4550,5150,-1,-1,3650,-1,-1
SJOZLTI,4600,4550,4050,-1,-1,3650,-1,5150
SJOZTIL,4600,4050,4050,3650,3650,3650,3650,-1
SJOZTLI,4600,4550,4050,3650,3650,3650,3650,4050
SJOLIZT,4600,3650,5150,-1,-1,3550,-1,-1
SJOLITZ,4600,-1,3650,3650,3650,3550,3550,5150
SJOLZIT,4600,4450,5150,-1,-1,3650,-1,-1
SJOLZTI,4600,4450,4050,-1,-1,3650,-1,5150
SJOLTIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJOLTZI,4600,4050,3650,3650,3650,3650,3650,5150
SJOTIZL,4600,4050,3650,3650,3650,3650,3650,-1
SJOTILZ,4600,-1,3650,3650,3650,3650,3650,4050
SJOTZIL,4600,4050,3650,3650,3650,3650,3650,-1
SJOTZLI,4600,4050,3650,3650,3650,3650,3650,4050
SJOTLIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJOTLZI,4600,4050,3650,3650,3650,3650,3650,5150
SJZIOLT,4600,4550,5150,-1,-1,3650,-1,-1
SJZIOTL,4600,4050,4050,3650,3650,3650,3650,-1
SJZILOT,4600,4450,5150,-1,-1,3550,-1,-1
SJZILTO,4600,4400,4750,-1,-1,3550,-1,-1
SJZITOL,4600,4050,4050,3650,3650,3650,3650,-1
SJZITLO,4600,4050,4050,3650,3650,3650,3650,-1
SJZOILT,4600,4550,5150,-1,-1,3650,-1,-1
SJZOITL,4600,4050,4050,3650,3650,3650,3650,-1
SJZOLIT,4600,4550,5150,-1,-1,3650,-1,-1
SJZOLTI,4600,4550,4050,-1,-1,3650,-1,5150
SJZOTIL,4600,4050,4050,3650,3650,3650,3650,-1
SJZOTLI,4600,4550,4050,3650,3650,3650,3650,4050
SJZLIOT,4600,4450,5150,-1,-1,3550,-1,-1
SJZLITO,4600,4400,4750,-1,-1,3550,-1,-1
SJZLOIT,4600,4550,5150,-1,-1,3650,-1,-1
SJZLOTI,4600,4550,4050,-1,-1,3650,-1,5150
SJZLTIO,4600,4400,4050,-1,-1,3650,-1,4050
SJZLTOI,4600,4450,4050,-1,-1,3650,-1,4050
SJZTIOL,4600,4050,4050,3650,3650,3650,3650,-1
SJZTILO,4600,4050,4050,3650,3650,3650,3650,-1
SJZTOIL,4600,4050,4050,3650,3650,3650,3650,-1
SJZTOLI,4600,4550,4050,3650,3650,3650,3650,4050
SJZTLIO,4600,4400,4050,3650,3650,3650,3650,4050
SJZTLOI,4600,4450,4050,3650,3650,3650,3650,4050
SJLIOZT,4600,3650,5150,-1,-1,3550,-1,-1
SJLIOTZ,4600,-1,3650,3650,3650,3550,3550,5150
SJLIZOT,4600,4450,5150,-1,-1,3550,-1,-1
SJLIZTO,4600,4400,4750,-1,-1,3550,-1,-1
SJLITOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJLITZO,4600,4050,3550,3650,3650,3550,3550,4050
SJLOIZT,4600,3650,5150,-1,-1,3550,-1,-1
SJLOITZ,4600,-1,3650,3650,3650,3550,3550,5150
SJLOZIT,4600,4450,5150,-1,-1,3650,-1,-1
SJLOZTI,4600,4450,4050,-1,-1,3650,-1,5150
SJLOTIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJLOTZI,4600,4050,3650,3650,3650,3650,3650,5150
SJLZIOT,4600,4450,5150,-1,-1,3550,-1,-1
SJLZITO,4600,4400,4750,-1,-1,3550,-1,-1
SJLZOIT,4600,4550,5150,-1,-1,3650,-1,-1
SJLZOTI,4600,4550,4050,-1,-1,3650,-1,5150
SJLZTIO,4600,4400,4050,-1,-1,3650,-1,4050
SJLZTOI,4600,4450,4050,-1,-1,3650,-1,4050
SJLTIOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJLTIZO,4600,4050,3550,3650,3650,3550,3550,4050
SJLTOIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJLTOZI,4600,4050,3650,3650,3650,3650,3650,5150
SJLTZIO,4600,4400,3650,3650,3650,3650,3650,4050
SJLTZOI,4600,4450,3650,3650,3650,3650,3650,4050
SJTIOZL,4600,4050,3650,3650,3650,3650,3650,-1
SJTIOLZ,4600,-1,3650,3650,3650,3650,3650,4050
SJTIZOL,4600,4050,3650,3650,3650,3650,3650,-1
SJTIZLO,4600,4050,3650,3650,3650,3650,3650,-1
SJTILOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJTILZO,4600,4050,3550,3650,3650,3550,3550,4050
SJTOIZL,4600,4050,3650,3650,3650,3650,3650,-1
SJTOILZ,4600,-1,3650,3650,3650,3650,3650,4050
SJTOZIL,4600,4050,3650,3650,3650,3650,3650,-1
SJTOZLI,4600,4050,3650,3650,3650,3650,3650,4050
SJTOLIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJTOLZI,4600,4050,3650,3650,3650,3650,3650,5150
SJTZIOL,4600,4050,3650,3650,3650,3650,3650,-1
SJTZILO,4600,4050,3650,3650,3650,3650,3650,-1
SJTZOIL,4600,4050,3650,3650,3650,3650,3650,-1
SJTZOLI,4600,4550,3650,3650,3650,3650,3650,4050
SJTZLIO,4600,4400,3650,3650,3650,3650,3650,4050
SJTZLOI,4600,4450,3650,3650,3650,3650,3650,4050
SJTLIOZ,4600,4050,3550,3650,3650,3550,3550,4050
SJTLIZO,4600,4050,3550,3650,3650,3550,3550,4050
SJTLOIZ,4600,4050,3650,3650,3650,3650,3650,5150
SJTLOZI,4600,4050,3650,3650,3650,3650,3650,5150
SJTLZIO,4600,4400,3650,3650,3650,3650,3650,4050
SJTLZOI,4600,4450,3650,3650,3650,3650,3650,4050
SLIOZJT,3650,3550,5150,-1,-1,3650,-1,-1
SLIOZTJ,3650,3550,5150,3650,-1,-1,-1,-1
SLIOJZT,4600,3650,5150,-1,-1,3550,-1,-1
SLIOJTZ,4600,-1,3650,3650,3550,3550,3550,5150
SLIOTZJ,3650,-1,5150,3650,3650,-1,-1,4050
SLIOTJZ,3650,-1,3650,3650,3650,-1,3650,4050
SLIZOJT,3650,4450,5150,-1,-1,3650,-1,-1
SLIZOTJ,3650,4000,5150,3650,-1,-1,-1,-1
SLIZJOT,3650,4450,5150,-1,-1,3550,-1,-1
SLIZJTO,3650,4250,4750,-1,-1,3550,-1,-1
SLIZTOJ,3650,4000,5150,3650,-1,-1,-1,-1
SLIZTJO,3650,4000,4750,3650,-1,-1,-1,-1
SLIJOZT,4600,3650,5150,-1,-1,3550,-1,-1
SLIJOTZ,4600,-1,3650,3650,3550,3550,3550,5150
